,id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
9391,7014,15,2,7502,15,9,0,5,4,2,1,0,0,39,26
1306,985,4,5,7479,15,9,4,9,1,4,0,0,0,19,38
14555,10868,28,2,6787,11,8,2,11,5,4,0,0,0,34,38
7415,5529,12,0,8212,15,9,4,1,1,2,1,0,0,59,38
14426,10768,6,2,2848,9,12,4,11,3,4,0,0,0,39,38
9483,7085,28,1,4121,9,12,2,10,0,4,1,0,0,49,38
3563,2676,1,2,5139,1,6,4,5,3,4,1,0,0,17,38
8049,6015,2,2,5014,15,9,4,2,3,4,1,0,0,19,38
7341,5474,51,2,5446,7,11,0,3,1,4,0,0,0,42,38
13106,9775,39,2,3008,3,1,2,2,0,4,1,0,0,39,38
5282,3927,35,0,6577,9,12,2,10,0,4,1,0,0,44,38
14368,10724,39,2,6061,3,1,5,6,4,4,1,0,0,39,38
1581,1189,26,4,4302,15,9,2,2,0,4,1,0,0,19,38
10144,7572,39,4,7297,11,8,3,3,1,4,1,0,0,68,38
7308,5445,9,1,8666,9,12,2,9,0,4,1,0,0,27,7
12741,9509,10,2,6513,11,8,4,7,1,4,0,0,0,34,38
3560,2673,15,1,2,7,11,2,10,0,4,1,0,0,55,8
12305,9185,10,1,3094,9,12,4,9,1,4,1,0,0,34,38
11944,8917,20,2,5209,11,8,4,6,1,2,1,0,0,39,38
10801,8067,8,2,7394,11,8,4,2,3,4,1,0,0,39,4
1496,1122,19,2,3313,12,13,2,0,0,4,1,0,40,39,23
16296,11527,9,2,8836,4,2,4,13,1,4,1,0,0,39,38
1602,1204,45,2,1454,0,5,0,9,4,4,0,0,0,39,38
6100,4554,15,5,1470,9,12,2,3,5,4,0,0,0,39,38
13598,10142,11,2,942,5,3,2,2,0,4,1,0,0,39,38
12620,9425,20,1,2036,11,8,2,2,0,4,1,0,0,39,38
5870,4376,4,2,6108,5,3,4,4,3,4,0,0,0,37,38
10560,7884,33,4,7109,7,11,4,11,1,4,0,0,10,4,38
9670,7237,7,2,2595,9,12,2,3,5,4,0,0,0,39,38
10874,8119,10,2,6225,11,8,4,5,2,4,1,0,0,27,12
9764,7302,2,2,2741,11,8,4,7,1,4,1,0,0,39,38
1996,1508,22,2,6506,11,8,2,6,0,4,1,0,0,42,38
1039,779,45,2,8776,8,10,0,7,1,4,1,0,0,39,38
3572,2684,7,2,5326,15,9,4,0,3,4,0,0,0,39,38
12727,9499,7,5,9253,15,9,2,9,5,4,0,0,0,49,38
5595,4169,19,0,6489,7,11,2,0,5,4,0,0,0,39,38
2785,2084,8,2,5338,15,9,2,2,0,4,1,0,0,39,3
1057,792,39,2,6542,15,9,2,12,0,4,1,0,0,44,38
10598,7916,4,2,6856,15,9,4,7,3,4,1,0,0,24,38
1642,1236,14,2,1626,15,9,4,0,1,4,0,0,0,39,38
2415,1818,22,1,1948,11,8,0,0,3,4,1,0,0,41,38
7333,5468,15,2,9093,11,8,4,2,3,4,1,0,0,49,38
2773,2074,25,1,3232,11,8,6,13,4,4,0,0,0,39,38
5993,4471,34,2,8611,9,12,0,9,1,4,1,0,0,44,38
235,166,32,4,4909,10,15,2,9,5,4,0,0,0,34,38
3931,2942,16,2,1242,11,8,2,6,0,4,1,0,0,39,38
8581,6415,9,2,4142,9,12,2,9,0,4,1,0,0,49,38
1914,1448,5,2,2773,11,8,4,0,1,4,0,0,0,9,38
3918,2934,8,2,9020,11,8,3,4,1,3,1,0,0,39,25
11997,8957,19,2,5275,11,8,2,6,5,4,0,0,0,49,38
10640,7948,28,2,4493,9,12,5,9,4,4,0,0,0,55,10
6094,4550,39,2,7907,14,14,2,9,0,4,1,0,0,44,38
1482,1111,6,2,1062,9,12,4,3,1,4,1,0,0,39,38
5028,3744,7,2,5995,11,8,4,5,3,4,0,0,0,47,38
11211,8361,37,2,3608,11,8,0,13,1,4,1,0,0,55,38
7078,5278,34,2,7302,15,9,0,0,4,4,0,0,0,39,38
2786,2085,32,5,809,9,12,2,0,0,4,1,0,0,39,38
13054,9736,27,1,7383,7,11,0,12,1,2,1,0,0,39,38
12122,9046,17,4,8369,11,8,2,13,0,4,1,0,0,72,25
12097,9026,45,1,5659,11,8,6,7,1,4,0,0,0,17,38
10142,7570,18,1,6394,15,9,0,0,4,4,0,0,0,39,38
8670,6484,34,5,6871,10,15,2,3,0,4,1,83,0,54,38
12111,9038,1,2,2995,11,8,4,0,3,4,1,0,0,19,38
13275,9904,24,2,3498,11,8,2,11,0,4,1,37,0,39,38
4892,3641,15,2,4709,7,11,4,11,1,2,0,0,0,45,37
14020,10469,18,2,1194,8,10,2,2,0,4,1,0,0,49,38
8959,6700,38,4,2495,0,5,2,13,0,4,1,0,0,49,38
5421,4040,23,2,5788,0,5,2,3,0,4,1,0,0,39,38
2906,2174,42,2,9027,11,8,5,11,4,2,0,0,0,39,38
1623,1220,35,2,3866,10,15,2,9,0,4,1,0,0,64,38
14729,11007,4,2,4306,11,8,4,11,3,4,0,0,0,29,38
5827,4340,22,1,5489,15,9,2,10,0,4,1,0,0,39,38
2441,1840,13,2,5920,11,8,2,13,0,4,1,0,0,64,38
2833,2119,6,2,4521,15,9,4,2,1,4,1,0,0,39,38
7996,5971,5,2,5681,8,10,4,7,1,4,0,0,0,29,38
12517,9347,31,5,4351,14,14,2,9,0,4,1,96,0,49,38
8666,6481,19,2,1187,15,9,2,2,0,4,1,0,0,39,38
1598,1201,30,2,2509,11,8,2,3,0,4,1,0,0,39,38
9174,6854,11,2,8374,11,8,2,3,0,2,1,96,0,39,38
1416,1062,40,2,6628,11,8,2,11,0,4,1,0,0,49,38
12311,9190,28,2,3349,15,9,6,3,4,4,0,0,0,54,38
11549,8619,25,2,969,15,9,0,6,1,4,0,0,0,39,38
6402,4769,16,2,3252,11,8,2,2,0,4,1,0,0,29,38
1944,1468,3,2,6655,2,7,4,2,3,4,1,0,0,39,38
10207,7616,20,2,2747,9,12,2,3,0,4,1,0,0,49,38
3647,2737,26,2,795,15,9,2,2,0,4,1,0,0,39,38
3967,2967,13,2,8025,11,8,2,6,0,2,1,0,0,39,38
10339,7715,1,2,7915,15,9,4,11,3,2,0,0,0,20,38
11730,8755,43,4,7910,9,12,2,3,0,4,1,0,40,44,38
1922,1454,29,2,7744,9,12,2,13,0,4,1,96,0,39,38
5119,3805,2,2,6735,15,9,4,11,3,4,0,0,0,19,38
15509,11381,17,2,7189,9,12,2,9,0,4,1,0,0,39,38
869,647,9,2,4126,15,9,2,12,0,4,1,43,0,39,38
5017,3736,26,2,6413,15,9,0,12,3,4,0,0,20,69,38
7160,5341,11,2,6240,11,8,4,2,3,4,1,0,0,39,38
8954,6696,9,2,4098,15,9,4,7,1,4,0,0,0,34,38
11889,8874,33,2,299,11,8,2,2,0,4,1,0,0,39,38
38,25,16,4,8134,3,1,3,2,1,4,1,0,0,39,25
3715,2782,22,2,8071,12,13,4,9,3,4,0,0,0,39,38
51,37,21,2,2751,12,13,4,0,4,4,0,0,0,39,38
13094,9765,30,2,7977,11,8,2,2,0,4,1,0,0,39,38
4307,3219,8,2,7365,11,8,4,7,4,4,0,0,0,39,38
11064,8251,13,2,8791,15,9,4,6,1,2,0,0,0,39,38
11013,8222,34,5,1022,8,10,0,12,1,4,1,0,61,38,38
5291,3935,18,2,6153,11,8,2,11,0,4,1,0,0,39,6
8676,6489,20,2,7203,15,9,0,5,3,4,1,0,13,39,38
990,741,11,2,5031,1,6,4,5,2,4,1,0,0,39,38
6490,4838,23,5,3175,15,9,0,0,4,2,0,0,0,34,38
10908,8147,11,2,9339,9,12,2,3,0,4,1,0,0,39,38
1275,960,19,2,519,15,9,2,3,0,4,1,0,0,51,38
2268,1714,5,2,2171,15,9,4,9,2,1,0,0,0,19,34
10816,8080,28,2,473,9,12,4,2,1,4,1,0,0,39,38
633,473,8,2,8294,8,10,2,12,0,4,1,0,0,39,25
7632,5676,30,1,7592,11,8,2,7,0,4,1,60,0,39,38
13391,9992,51,2,8687,9,12,2,13,0,4,1,0,0,29,38
14183,10587,10,2,5066,9,12,2,11,0,4,1,0,0,59,38
182,130,37,4,726,15,9,2,11,0,4,1,0,0,39,38
7347,5479,17,2,3965,9,12,2,2,0,4,1,0,0,44,38
4740,3525,6,2,7763,11,8,4,5,3,4,1,0,0,24,38
12133,9057,4,2,2171,15,9,4,9,2,1,0,0,0,19,34
9014,6742,22,2,748,11,8,0,4,1,4,0,0,0,39,38
8553,6394,6,2,2367,2,7,4,2,1,4,1,0,0,49,38
6603,4930,22,2,2580,8,10,4,6,1,4,1,0,0,39,38
5941,4429,27,4,108,15,9,4,4,3,4,1,0,0,59,38
8343,6233,6,2,385,11,8,2,5,0,4,1,0,0,39,38
8807,6589,42,2,6764,9,12,2,11,0,4,1,0,0,36,38
12030,8979,37,2,6592,14,14,4,9,2,4,0,0,0,64,38
746,559,24,2,5585,15,9,2,13,0,4,1,0,0,53,38
4300,3214,12,2,4074,15,9,0,12,1,4,1,0,0,54,38
47,33,7,2,9354,9,12,4,12,3,4,1,0,0,39,38
1708,1284,30,2,1911,9,12,6,2,4,2,0,75,0,39,38
10987,8205,10,2,5364,15,9,4,5,1,2,1,0,0,24,38
9659,7228,42,2,3343,8,10,2,12,0,4,1,80,0,39,38
3750,2809,11,2,4598,8,10,2,12,0,4,1,0,0,68,38
12478,9316,42,2,8113,12,13,6,9,1,4,0,0,0,39,38
4053,3031,3,2,6423,9,12,4,11,2,2,0,0,0,29,38
6438,4800,21,2,7808,15,9,0,0,4,4,0,0,0,39,3
6723,5017,9,2,9122,11,8,4,13,1,4,1,0,0,39,38
7234,5395,26,1,2375,11,8,3,4,4,2,1,0,0,39,38
11403,8502,43,4,1941,11,8,2,11,0,4,1,0,0,68,38
5899,4395,4,2,6781,15,9,4,11,2,2,0,0,0,19,38
11857,8849,21,2,6019,15,9,6,0,4,2,0,0,0,39,38
7735,5762,33,4,8528,11,8,6,3,4,1,0,0,0,47,34
9362,6992,36,5,6748,15,9,2,10,0,4,1,0,0,59,38
14584,10893,17,2,5967,9,12,2,9,0,4,1,83,0,49,38
14236,10631,13,2,7895,8,10,2,11,0,4,1,58,0,39,38
10630,7939,36,2,1022,15,9,2,12,0,4,1,0,0,39,38
10997,8213,2,2,8601,11,8,4,10,1,4,1,0,0,31,38
7122,5309,40,4,58,8,10,2,2,0,4,1,0,0,39,38
9091,6796,19,2,1257,9,12,4,9,1,4,0,0,0,44,38
15691,11414,31,2,6818,8,10,0,7,1,4,0,0,0,39,38
10100,7540,23,2,4875,15,9,2,7,5,4,0,0,0,39,33
4180,3121,44,2,2668,11,8,2,6,0,4,1,0,0,39,38
1868,1409,43,2,3141,11,8,4,5,1,4,1,0,0,39,38
14021,10470,14,2,2530,1,6,0,5,2,2,1,0,28,39,38
9244,6902,29,2,6434,6,4,2,6,0,4,1,0,0,39,12
7638,5681,42,2,8960,6,4,2,7,0,4,1,0,0,29,38
12507,9338,5,0,7553,15,9,4,0,1,4,0,0,0,39,38
7517,5597,41,4,671,11,8,2,4,0,4,1,0,0,49,38
6957,5189,12,2,3314,11,8,4,2,1,4,1,0,0,39,12
4273,3193,5,2,1301,15,9,4,0,3,4,1,0,0,29,38
6761,5044,22,2,8121,11,8,0,13,3,4,1,0,0,59,38
14767,11039,30,2,4063,11,8,2,6,0,4,1,0,0,49,38
9534,7125,7,2,7126,15,9,4,0,1,2,0,0,0,34,38
5836,4348,29,2,1800,15,9,2,13,0,4,1,0,37,39,38
11171,8332,19,2,9249,9,12,4,9,3,4,0,0,0,34,38
381,280,35,2,2767,9,12,2,9,0,4,1,0,0,39,38
10337,7713,33,2,4266,5,3,2,6,0,4,1,0,0,39,38
302,218,6,2,4000,1,6,5,9,3,4,1,0,0,34,38
13271,9900,40,2,2894,12,13,5,9,1,4,1,89,0,31,38
13930,10402,30,2,5744,15,9,4,0,1,4,0,0,0,39,38
4298,3212,27,2,2716,11,8,0,2,4,4,1,0,0,39,38
886,662,12,2,5682,11,8,4,0,1,4,0,0,0,39,38
16687,11595,16,2,3041,11,8,4,6,3,4,0,0,0,39,38
5613,4185,25,2,8539,7,11,2,0,0,4,1,83,0,41,38
9162,6844,40,2,4232,11,8,2,12,0,2,1,0,37,39,37
8866,6632,2,2,633,15,9,4,13,1,4,1,0,0,49,38
8696,6505,29,1,8763,7,11,2,10,0,4,1,0,0,48,38
3249,2436,23,2,4264,11,8,0,2,4,4,1,0,0,39,38
4049,3027,25,2,5999,11,8,2,11,0,4,1,0,0,39,38
10473,7819,34,5,4396,10,15,2,9,0,4,1,0,0,39,38
10973,8192,6,1,6241,9,12,4,9,3,4,0,0,0,14,38
9906,7405,9,4,3967,11,8,4,11,3,4,1,0,0,39,38
14461,10796,42,2,8425,11,8,2,7,0,4,1,0,0,44,4
3650,2738,5,2,3743,8,10,4,2,3,4,1,0,0,49,38
12556,9377,30,1,4437,9,12,2,2,0,4,1,0,0,49,38
15590,11399,27,2,4810,9,12,2,9,0,4,1,0,0,49,38
6535,4877,24,2,28,9,12,2,3,0,1,1,0,0,39,23
515,387,24,2,7752,15,9,2,6,0,4,1,80,0,41,38
12512,9343,36,2,4055,11,8,2,2,0,4,1,0,0,39,38
13522,10082,48,4,2859,4,2,2,4,0,4,1,14,0,20,38
14933,11162,16,2,2920,11,8,2,11,0,4,1,0,40,44,38
307,222,59,1,8581,11,8,6,7,1,4,0,0,0,12,38
3451,2586,4,2,2519,15,9,4,0,3,4,0,0,0,39,38
16677,11593,20,2,7213,11,8,2,13,0,1,1,0,0,39,38
4992,3714,14,5,1183,13,0,4,7,1,4,1,0,0,23,38
8616,6439,16,4,450,9,12,2,2,0,4,1,0,0,34,38
13516,10077,37,2,6468,4,2,3,7,4,2,0,0,0,29,13
3742,2803,21,2,6769,12,13,2,9,0,4,1,104,0,64,38
11482,8564,12,2,7948,9,12,4,3,1,4,0,0,0,39,38
12243,9140,29,2,7833,8,10,2,3,0,4,1,0,0,39,38
15401,11365,14,2,8517,11,8,5,0,4,4,0,0,0,19,38
1481,1110,40,2,4291,9,12,2,10,0,4,1,0,0,39,38
3067,2300,20,2,5453,11,8,2,13,0,4,1,0,0,39,38
11972,8939,36,2,8193,15,9,4,0,4,2,0,0,0,39,38
2277,1721,37,2,5050,9,12,2,3,0,4,1,0,0,59,38
7704,5738,28,2,348,15,9,2,3,0,4,1,80,0,39,38
1652,1242,24,2,171,15,9,2,2,0,4,1,0,0,59,38
4810,3581,28,2,8702,15,9,0,0,4,4,0,0,0,39,38
7592,5648,51,2,6649,15,9,0,3,1,4,1,0,0,29,38
5422,4041,19,2,1906,11,8,0,13,1,4,1,0,0,49,38
13345,9959,48,2,6302,1,6,2,5,0,4,1,0,0,19,38
3237,2429,3,2,8733,15,9,4,5,3,4,1,0,0,34,38
971,727,2,2,4921,1,6,4,5,3,4,1,0,0,23,38
9102,6806,5,2,1842,11,8,4,7,1,4,0,0,0,23,38
14137,10556,3,2,5631,15,9,4,7,3,4,1,0,0,19,38
2845,2126,5,2,9492,11,8,4,11,2,2,0,0,0,36,38
2545,1911,18,2,2024,9,12,6,9,4,4,0,0,0,31,38
10308,7692,11,2,3282,11,8,4,7,3,2,0,0,0,39,38
3891,2914,36,1,5233,11,8,6,7,1,4,0,0,0,29,38
10884,8127,18,2,2937,11,8,0,0,4,4,0,0,0,39,38
5758,4289,21,2,8908,15,9,2,5,0,4,1,0,0,39,38
14063,10501,14,4,6420,7,11,2,7,5,4,0,0,0,34,38
4828,3598,40,2,6025,15,9,2,2,0,4,1,0,0,39,38
13973,10436,9,2,6820,6,4,2,2,0,4,1,0,0,34,38
11486,8567,22,2,7462,15,9,4,6,3,4,1,0,0,39,38
50,36,29,2,7795,11,8,2,11,0,4,1,68,0,49,38
11537,8610,17,2,1526,15,9,2,5,0,4,1,0,0,39,38
14993,11205,58,4,408,11,8,2,4,0,4,1,0,0,29,38
408,301,20,2,6822,11,8,2,2,0,4,1,0,0,45,38
11570,8635,8,2,8201,15,9,2,3,5,2,0,0,0,39,38
2867,2141,23,2,2948,1,6,4,7,2,4,1,0,0,39,38
11485,8566,20,2,2451,11,8,4,6,1,4,1,0,0,37,32
6716,5011,26,2,4296,9,12,0,9,1,4,0,94,0,39,38
6441,4803,40,5,273,12,13,2,9,0,4,1,0,0,49,38
15129,11297,17,2,72,9,12,3,6,1,1,1,0,56,39,38
11759,8779,29,1,304,9,12,0,9,4,4,0,0,0,39,38
17271,11696,21,2,6417,9,12,0,7,1,2,0,0,0,59,38
7684,5720,9,2,673,9,12,2,3,0,4,1,0,0,54,38
10981,8199,39,2,3877,11,8,2,13,0,4,1,0,0,43,38
1903,1438,22,0,8408,15,9,2,0,0,2,1,0,0,39,38
2636,1974,7,2,8500,9,12,4,3,1,4,1,0,0,49,38
1989,1504,58,3,4009,1,6,4,3,1,4,1,0,0,49,38
8533,6377,17,2,8138,1,6,0,7,1,4,0,0,0,68,38
13741,10256,22,2,1752,11,8,0,9,1,4,0,63,0,39,38
4411,3282,44,3,896,15,9,2,11,0,4,1,83,0,35,38
7048,5256,25,2,6314,8,10,2,0,0,4,1,29,0,39,38
7683,5719,30,3,5224,11,8,2,6,0,4,1,0,0,47,38
2438,1837,13,2,3657,14,14,6,7,1,4,1,0,0,34,38
8032,6000,36,2,3720,2,7,0,13,1,4,0,0,0,39,38
7481,5575,26,2,5214,14,14,0,3,1,4,1,0,0,39,38
12316,9192,23,2,9230,3,1,4,7,1,4,1,0,0,44,7
4210,3142,16,2,1343,15,9,4,3,3,1,1,0,0,39,29
4565,3390,17,2,9177,9,12,4,11,1,4,1,0,0,39,38
14256,10647,8,2,6983,11,8,2,5,0,4,1,0,0,39,38
3504,2628,18,2,5130,8,10,2,3,5,4,0,0,0,41,38
13108,9776,22,1,2901,9,12,2,9,0,4,1,0,37,39,38
9484,7086,30,2,97,15,9,0,0,1,4,0,0,0,34,38
2261,1708,15,2,8451,9,12,2,3,0,4,1,58,0,49,38
9079,6787,20,2,4969,9,12,2,9,0,4,1,83,0,49,38
10677,7978,0,3,7401,1,6,4,9,3,4,1,0,0,19,38
6833,5101,17,2,4414,11,8,0,13,1,4,1,0,0,39,38
9887,7391,18,2,4890,8,10,2,2,5,4,0,0,0,43,38
14237,10632,10,2,1972,9,12,2,3,0,4,1,0,0,44,38
15855,11444,22,2,9462,11,8,6,5,4,4,1,0,0,39,38
7014,5232,1,3,2386,1,6,4,11,3,4,1,0,0,14,38
12065,9004,8,2,5696,15,9,2,11,0,4,1,0,0,43,38
9489,7090,17,2,5597,11,8,2,2,0,4,1,0,0,39,38
14395,10744,30,2,4835,11,8,0,0,1,4,0,0,0,39,38
10273,7666,26,2,1340,11,8,2,11,0,4,1,0,0,44,38
8472,6334,7,2,8865,11,8,4,2,3,4,1,0,0,39,38
12852,9594,26,2,437,12,13,4,3,1,4,0,0,0,24,38
6196,4625,14,2,929,11,8,4,4,1,4,1,0,0,39,20
9482,7084,27,1,8525,9,12,2,10,0,4,1,0,0,39,38
8248,6165,26,5,4124,11,8,0,3,4,4,0,0,0,39,38
8113,6064,3,2,8521,11,8,4,7,3,4,0,0,0,19,38
11067,8254,32,2,1081,15,9,0,0,1,1,0,0,0,39,38
1498,1124,29,2,6684,13,0,2,6,5,4,0,0,0,39,25
6808,5081,15,2,2470,9,12,4,9,3,4,1,0,0,39,38
7766,5785,21,2,9006,15,9,2,2,0,2,1,0,0,39,38
5439,4052,17,2,5051,15,9,4,3,1,4,0,0,0,39,38
6548,4885,28,2,2796,12,13,2,0,0,4,1,0,0,44,38
12423,9277,4,2,4592,11,8,3,3,2,4,0,0,0,59,38
5361,3992,19,2,5189,15,9,2,3,0,4,1,0,0,49,38
549,412,9,2,7240,8,10,0,2,3,4,1,0,0,39,38
4409,3281,22,2,5272,9,12,0,11,4,4,1,0,0,59,38
13147,9806,17,4,1755,9,12,4,11,1,4,1,0,0,61,38
1582,1190,19,2,8169,11,8,4,7,1,2,0,0,42,39,38
9137,6829,18,5,2483,9,12,2,3,5,4,0,0,0,34,38
6547,4884,17,4,7511,11,8,4,2,1,4,1,0,0,49,38
9030,6752,2,2,3825,15,9,4,7,3,4,0,0,0,11,38
6461,4818,24,2,6609,9,12,2,11,0,4,1,96,0,44,38
4287,3202,40,4,9254,10,15,2,11,0,4,1,0,38,39,38
8828,6606,44,2,6891,0,5,2,6,0,4,1,0,0,39,38
7490,5580,11,2,3423,11,8,2,6,0,4,1,0,0,39,38
10639,7947,10,2,2700,11,8,4,3,1,4,0,0,0,39,38
14992,11204,7,2,6106,9,12,4,0,3,4,1,0,0,39,38
8016,5986,29,1,2638,12,13,0,3,4,4,0,0,0,64,38
2724,2040,39,1,7409,11,8,0,3,1,4,0,0,0,39,38
9304,6947,5,2,3163,15,9,4,12,3,4,1,0,0,39,38
591,442,29,2,5925,11,8,2,3,5,4,0,0,0,39,38
986,737,2,2,4541,1,6,4,7,2,4,0,0,0,14,38
1796,1351,27,2,8445,15,9,0,7,4,4,0,0,0,39,38
621,466,33,5,4397,15,9,2,2,0,4,1,0,0,39,38
4930,3666,3,2,1834,15,9,4,0,3,4,0,0,0,34,38
9185,6860,7,2,5785,8,10,4,11,4,4,1,0,0,4,38
15290,11345,33,2,1144,11,8,2,2,0,4,1,60,0,39,38
5592,4166,29,2,9209,11,8,2,2,0,2,1,0,38,39,38
13762,10271,34,4,3006,11,8,2,4,0,4,1,0,17,39,38
2450,1848,14,2,3554,11,8,2,2,0,4,1,0,0,44,38
7094,5291,34,2,6652,15,9,2,11,0,4,1,0,0,39,38
6257,4675,15,2,1614,9,12,0,3,4,4,0,0,0,39,1
11364,8474,28,2,749,15,9,2,2,0,4,1,0,0,39,38
7252,5407,16,2,1030,8,10,4,11,3,1,1,0,0,39,29
4771,3549,36,1,1349,11,8,2,7,0,2,1,0,0,39,38
13217,9860,40,2,5905,9,12,2,9,0,4,1,0,0,39,38
7505,5589,2,2,8192,15,9,4,0,3,4,1,0,0,19,38
6240,4665,24,2,6077,15,9,2,6,0,4,1,0,0,39,38
1613,1211,11,1,7938,15,9,2,3,0,4,1,0,0,64,38
3582,2692,34,1,1126,15,9,6,0,1,4,0,0,0,39,38
778,583,7,2,7388,9,12,4,3,1,4,1,21,0,44,38
1933,1462,46,2,4549,0,5,5,6,1,2,1,0,0,39,38
12303,9183,7,0,8301,11,8,4,0,1,4,0,0,0,39,38
10842,8097,31,5,4277,12,13,0,9,1,4,1,0,0,39,38
14591,10900,43,2,2840,15,9,2,2,0,4,1,0,0,54,38
11438,8532,44,2,6864,15,9,2,2,0,4,1,0,0,39,38
6779,5057,33,2,1515,11,8,2,3,0,4,1,0,0,39,38
9892,7394,18,4,5748,14,14,2,9,0,4,1,0,0,49,38
4346,3243,37,5,5238,10,15,4,3,1,4,0,0,0,49,38
6233,4658,3,2,8050,15,9,4,9,1,4,0,0,0,19,38
1812,1364,17,2,9490,8,10,2,2,0,4,1,0,0,31,38
279,199,12,1,3413,11,8,2,13,0,2,1,0,0,39,38
12085,9019,56,1,6904,5,3,2,10,0,4,1,24,0,9,38
13066,9747,13,2,739,7,11,4,12,1,4,0,0,0,39,38
13767,10274,32,1,7656,11,8,2,10,0,4,1,0,0,39,38
8827,6605,45,2,4608,11,8,2,2,0,4,1,0,0,39,38
4579,3401,13,2,7533,6,4,4,5,4,2,1,0,0,39,38
14827,11081,15,1,7111,15,9,2,2,0,4,1,0,0,59,38
14693,10981,16,2,9220,15,9,2,9,0,4,1,0,0,39,28
9926,7422,37,2,8682,12,13,2,3,0,4,1,0,0,51,38
6427,4789,2,2,1896,5,3,4,13,4,4,1,0,0,24,12
7539,5612,12,2,5144,9,12,4,9,1,4,1,0,0,39,38
11381,8486,30,2,4777,11,8,2,0,5,4,0,0,0,39,17
15216,11321,25,2,608,10,15,3,7,1,4,1,101,0,59,38
6710,5006,16,2,2724,11,8,2,13,0,4,1,0,0,59,38
13892,10370,31,4,1895,1,6,2,4,0,4,1,0,0,49,38
1101,832,30,0,2702,15,9,0,0,1,4,0,0,0,39,38
11719,8746,26,4,3588,11,8,2,3,0,4,1,0,0,34,38
1168,882,11,0,9518,15,9,4,0,4,2,0,55,0,39,38
2781,2080,11,2,4966,11,8,2,13,0,4,1,0,30,39,38
501,376,5,2,5986,15,9,4,13,1,4,0,0,0,23,38
10766,8041,10,4,1056,15,9,4,2,1,4,1,0,0,34,38
10858,8107,2,0,113,2,7,4,7,3,4,0,0,0,29,38
4864,3624,6,2,2401,9,12,4,9,1,4,0,0,0,39,38
3166,2374,8,2,5192,11,8,4,5,1,4,0,0,0,39,38
16719,11602,13,2,3776,14,14,4,9,3,1,0,0,0,39,38
9895,7397,24,5,6602,7,11,2,10,0,4,1,0,0,39,38
6346,4734,43,2,3328,9,12,2,11,0,4,1,0,0,39,38
42,28,26,1,6884,15,9,0,0,4,4,0,0,0,39,38
5610,4183,15,2,6093,1,6,0,2,3,4,1,0,0,49,38
9844,7360,26,2,323,11,8,2,2,0,4,1,0,0,39,38
552,414,12,2,3846,11,8,0,6,4,4,1,0,0,39,38
852,637,4,2,8785,15,9,4,9,1,4,0,0,0,39,38
13260,9891,16,2,9606,2,7,4,10,3,2,1,0,0,39,38
10592,7911,12,2,5384,11,8,0,2,1,4,1,0,0,59,38
1258,947,11,2,3682,4,2,4,2,1,4,1,0,0,39,3
17074,11662,10,2,3219,12,13,4,12,1,4,1,0,0,39,38
5054,3762,25,4,9011,11,8,2,4,0,4,1,0,0,49,38
4681,3480,40,1,8686,15,9,6,0,4,4,0,0,0,39,25
13111,9779,30,2,8753,11,8,2,7,0,4,1,0,0,39,25
8760,6557,10,2,413,14,14,4,9,1,4,0,0,0,64,38
2595,1948,27,2,4461,9,12,2,11,0,4,1,0,0,49,38
6745,5030,5,2,9022,11,8,2,13,0,4,1,0,0,49,38
8458,6322,13,2,6868,15,9,2,2,0,4,1,0,0,39,38
8028,5997,12,2,8002,9,12,2,9,5,4,0,0,0,49,38
14842,11093,20,2,8281,11,8,0,2,1,4,1,0,0,39,38
14443,10780,9,2,7378,11,8,4,5,1,4,1,0,0,44,38
1649,1240,7,2,2663,11,8,4,6,3,4,1,0,0,29,38
4805,3576,10,2,4657,15,9,2,4,0,3,1,0,0,49,38
7796,5811,4,2,5058,11,8,4,11,3,4,0,0,0,35,38
7919,5908,39,2,8001,11,8,2,2,0,4,1,38,0,44,38
1323,996,57,4,6100,15,9,2,9,0,4,1,0,22,34,38
10862,8109,21,2,7183,9,12,2,11,0,4,1,0,0,68,38
3718,2784,20,2,8527,7,11,4,0,1,4,0,0,0,39,38
14425,10767,31,2,6919,11,8,2,13,0,4,1,0,0,49,38
9206,6876,2,2,4661,11,8,4,7,3,4,0,0,0,14,38
10466,7814,40,2,2209,15,9,2,11,0,4,1,0,0,49,38
4735,3520,3,2,6749,15,9,4,7,3,4,0,0,0,19,38
8327,6220,32,2,5745,9,12,0,11,2,4,0,0,0,34,38
5004,3725,50,4,9322,7,11,2,3,5,4,0,98,0,3,38
3274,2456,34,2,1659,15,9,2,11,0,4,1,0,0,39,38
2084,1576,46,2,5812,11,8,6,0,1,4,0,0,0,39,38
5304,3947,33,2,4153,15,9,2,11,0,4,1,0,0,39,38
730,545,8,2,7240,9,12,4,11,1,4,1,46,0,47,38
11519,8597,5,1,8052,9,12,4,9,3,4,0,0,0,34,38
11868,8856,17,2,2152,11,8,4,13,3,4,1,0,0,39,38
3216,2414,28,2,711,15,9,2,11,0,4,1,0,0,39,38
10954,8178,29,5,5442,7,11,0,0,4,4,1,0,55,37,38
7069,5271,40,2,8424,11,8,2,2,0,4,1,0,0,39,38
258,182,8,2,9214,12,13,2,4,1,4,1,0,0,87,38
10330,7707,14,1,6329,11,8,4,0,3,4,0,0,0,39,38
